code,name,market,type,industry,price,chg,chg_pct,score,A,B,C,D,E,F,S2h,S2m,etf_trust_5d,etf_rank,etf_chip_cnt,etf_vol_ratio,foreign_days,trust_days,broker_days,broker_conc,margin_ratio,short_ratio,big_chg,rsi,trust_d1,trust_d3,trust_d5,broker_names,broker_silent,broker_known,turnover_pct,holding_rising,trust_holding_pct,trust_pullback,volume_ratio,ma_trend,revenue_months,eps_growth,gpm_improving,tags,signal,signal_desc,scan_date
00972,野村日本動能高息,上市,STOCK,,0,0,0,27,0,0,0,10,0,3,5,9,0.0,賣超,1,0.7411,0,0,0,0,0.2,0.0,-0.54,47.1,0,0,0,{},0,0,0.0,1,0.0,0,1.46,1,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
009800,中信NASDAQ,上市,STOCK,,0,0,0,22,1,0,0,10,0,2,5,4,0.0,賣超,0,0.8068,2,0,0,0,1.8,0.0,-0.17,80.7,0,0,0,{},0,0,0.0,0,0.0,0,0.59,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
009801,中信美國創新科技,上市,STOCK,,0,0,0,34,0,0,0,14,0,1,15,4,0.0,賣超,1,0.8819,0,0,0,0,1.5,0.0,2.17,75.8,0,0,0,{},0,0,-3.1,0,0.0,0,1.73,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
009802,富邦旗艦50,上市,STOCK,,0,0,0,30,0,0,0,20,0,1,5,4,0.0,賣超,1,1.6595,0,0,0,0,1.6,0.0,-0.04,86.0,0,0,0,{},0,0,-10.0,1,0.0,0,1.05,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
009803,玉山市值動能50,上市,STOCK,,0,0,0,37,0,0,0,14,0,4,15,4,85.0,<前30%,2,1.014,0,0,0,0,0.4,0.0,0.12,79.3,0,0,85,{},0,0,-17.5,0,0.53,0,1.43,2,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
009804,聯邦台精彩50,上市,STOCK,,0,0,0,37,0,0,0,14,0,4,15,4,0.0,賣超,2,1.1422,0,0,0,0,0.4,0.0,0.89,78.3,0,0,0,{},0,0,-19.3,1,0.0,0,1.48,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
009805,新光美國電力基建,上市,STOCK,,0,0,0,38,0,0,0,18,0,1,15,4,0.0,賣超,1,1.0328,0,0,0,0,11.8,3.3,0.46,60.5,0,0,0,{},0,0,-0.2,1,0.0,0,2.75,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
009806,台新標普500,上市,STOCK,,0,0,0,44,0,0,0,14,0,6,15,9,0.0,賣超,2,0.7413,0,0,0,0,0.0,0.0,0.0,77.0,0,0,0,{},0,0,0.0,1,0.0,0,0.15,2,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
009807,台新標普科技精選,上市,STOCK,,0,0,0,38,0,0,0,10,0,9,15,4,0.0,賣超,2,0.5709,0,0,0,0,0.2,0.0,0.0,82.8,0,0,0,{},0,0,0.0,1,0.0,0,0.15,2,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
009808,華南永昌優選50,上市,STOCK,,0,0,0,19,0,0,0,10,0,0,5,4,0.0,賣超,0,0.8628,0,0,0,0,0.5,0.0,-1.0,81.5,0,0,0,{},0,0,-25.2,0,0.0,0,0.85,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
009809,富邦淨零ESG50,上市,STOCK,,0,0,0,25,1,0,0,14,0,1,5,4,0.0,賣超,1,1.2545,1,0,0,0,0.1,0.0,-0.57,74.8,0,0,0,{},0,0,6.0,0,0.0,0,0.58,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00980A,主動野村臺灣優選,上市,STOCK,,0,0,0,31,1,0,0,10,0,1,15,4,0.0,賣超,1,1.2286,1,0,0,0,2.6,0.0,0.44,80.1,0,0,0,{},0,0,0.5,0,0.0,0,0.93,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00980B,台新特選IG債10+,上市,STOCK,,0,0,0,30,0,0,0,2,0,4,15,9,0.0,賣超,2,0.838,0,0,0,0,0.0,0.0,0.82,44.6,0,0,0,{},0,0,0.0,1,0.0,0,0.64,0,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
00980D,主動聯博投等入息,上市,STOCK,,0,0,0,25,0,0,0,2,0,4,15,4,0.0,賣超,2,0.7939,0,0,0,0,0.4,0.0,0.24,40.1,0,0,0,{},0,0,0.0,0,0.46,0,0.21,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00980T,平衡凱基美國TOP,上市,STOCK,,0,0,0,50,0,0,0,20,0,6,15,9,0.0,賣超,2,0.7168,0,0,0,0,0.0,0.0,1.35,78.8,0,0,0,{},0,0,-0.9,1,0.0,0,2.67,2,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
009810,玉山全球藍籌100,上市,STOCK,,0,0,0,29,0,0,0,14,0,1,5,9,0.0,賣超,1,0.9087,0,0,0,0,0.0,0.0,-1.88,79.2,0,0,0,{},0,0,0.0,1,0.0,0,1.27,2,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
009811,統一美國50,上市,STOCK,,0,0,0,44,8,0,0,14,0,3,15,4,0.0,賣超,1,0.7959,5,0,0,0,0.2,0.1,0.11,78.7,0,0,0,{},0,0,35.0,0,0.0,0,0.76,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
009812,野村日本東證,上市,STOCK,,0,0,0,43,0,0,0,18,0,6,15,4,0.0,賣超,2,0.7096,0,0,0,0,0.2,0.0,0.19,59.1,0,0,0,{},0,0,0.0,1,0.0,0,0.38,2,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
009813,貝萊德標普卓越50,上市,STOCK,,0,0,0,39,5,0,0,14,0,6,5,9,0.0,賣超,1,0.6381,19,0,0,0,0.3,0.0,-0.05,77.1,0,0,0,{},0,0,2.8,1,0.0,0,0.67,2,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
009814,富邦標普500,上市,STOCK,,0,0,0,42,0,0,0,14,0,9,15,4,0.0,賣超,2,0.6594,0,0,0,0,0.1,0.0,1.51,73.9,0,0,0,{},0,0,-1.2,0,0.0,0,1.38,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
009815,大華美國MAG7+,上市,STOCK,,0,0,0,39,1,0,0,10,0,9,15,4,0.0,賣超,2,0.5545,2,0,0,0,0.8,0.0,0.06,80.5,0,0,0,{},0,0,2.6,1,0.0,0,0.79,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
009816,凱基台灣TOP50,上市,STOCK,,0,0,0,10,0,0,0,0,0,1,5,4,0.0,賣超,1,0.0,0,0,0,0,1.5,0.0,-0.04,82.3,0,0,0,{},0,0,-10.5,0,0.01,0,1.49,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
009818,華南永昌NASDAQxT,上市,STOCK,,0,0,0,15,0,0,0,0,0,1,5,9,0.0,賣超,1,0.0,0,0,0,0,0.0,0.0,-1.48,87.9,0,0,0,{},0,0,-1.6,0,0.0,0,0.58,0,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
009819,中信數據及電力,上市,STOCK,,0,0,0,26,3,0,0,0,0,4,15,4,0.0,賣超,2,0.0,3,0,0,0,3.9,0.0,0.32,50.0,0,0,0,{},0,0,0.6,1,0.0,0,0.0,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00981A,主動統一台股增長,上市,STOCK,,0,0,0,32,0,0,0,14,0,4,5,9,197.0,<前30%,2,1.8558,0,0,0,0,9.2,0.2,-0.44,73.6,0,197,197,{},0,0,-19.9,1,0.01,0,1.05,2,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
00981B,第一金優選非投債,上市,STOCK,,0,0,0,21,1,0,0,0,0,1,15,4,0.0,賣超,1,1.1234,1,0,0,0,4.2,0.0,0.47,33.2,0,0,0,{},0,0,0.9,0,0.0,0,0.71,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00981D,主動中信非投等債,上市,STOCK,,0,0,0,17,5,0,0,2,0,1,5,4,0.0,賣超,1,0.6336,11,0,0,0,3.0,0.0,-0.95,41.5,0,0,0,{},0,0,3.9,1,0.0,0,0.63,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00981T,平衡凱基雙核收息,上市,STOCK,,0,0,0,44,0,0,0,14,0,6,15,9,0.0,賣超,2,0.8332,0,0,0,0,0.1,0.0,1.93,70.7,0,0,0,{},0,0,-1.0,1,0.0,0,0.95,2,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
009820,元大納斯達克精選,上市,STOCK,,0,0,0,31,8,0,0,0,0,4,15,4,0.0,賣超,2,0.0,6,0,0,0,0.6,0.0,0.02,50.0,0,0,0,{},0,0,40.4,1,0.0,0,0.0,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00982A,主動群益台灣強棒,上市,STOCK,,0,0,0,34,0,0,0,14,0,1,15,4,0.0,賣超,1,1.302,0,0,0,0,2.3,0.0,0.29,75.9,0,0,0,{},0,0,-15.3,0,0.0,0,1.35,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00982B,FT投資級債20+,上市,STOCK,,0,0,0,29,4,0,0,2,0,4,15,4,0.0,賣超,2,0.9542,1,0,0,0,1.5,0.0,0.0,43.6,0,0,0,{},0,0,34.3,1,0.0,0,1.5,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
00982D,主動富邦動態入息,上市,STOCK,,0,0,0,9,0,0,0,0,0,0,5,4,0.0,賣超,0,0.5998,0,0,0,0,0.5,0.0,-1.93,39.6,0,0,0,{},0,0,-0.9,1,0.0,0,0.51,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00982T,平衡兆豐台美動能,上市,STOCK,,0,0,0,44,0,0,0,14,0,6,15,9,0.0,賣超,1,0.5122,0,0,0,0,0.0,0.0,3.97,78.4,0,0,0,{},0,0,-1.5,0,0.0,0,0.87,2,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
00983A,主動中信ARK創新,上市,STOCK,,0,0,0,33,0,0,0,18,0,1,5,9,0.0,賣超,1,1.0856,0,0,0,0,1.5,0.0,-0.03,57.1,0,0,0,{},0,0,-19.8,1,0.0,0,0.55,2,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
00983B,大華優利美公債20,上市,STOCK,,0,0,0,15,0,0,0,0,0,1,5,9,0.0,賣超,1,0.3767,0,0,0,0,1.2,0.0,-2.46,36.4,0,0,0,{},0,0,-0.9,1,0.0,0,0.52,0,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
00983D,主動富邦複合收益,上市,STOCK,,0,0,0,37,0,0,0,2,0,1,25,9,0.0,賣超,1,0.7099,0,0,0,0,0.0,0.0,1.27,40.7,0,0,0,{},0,0,-20.0,0,0.0,0,1.05,0,0,0,0,★籌碼集中 ★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
00984A,主動安聯台灣高息,上市,STOCK,,0,0,0,37,0,0,0,14,0,4,15,4,0.0,賣超,2,0.9835,0,0,0,0,0.5,0.0,0.14,73.3,0,0,0,{},0,0,-15.4,1,0.0,0,0.75,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00984B,大華優利美A債15,上市,STOCK,,0,0,0,40,10,0,0,0,0,1,25,4,0.0,賣超,1,0.5292,5,0,0,0,0.9,0.0,0.74,39.5,0,0,0,{},0,0,68.0,0,0.0,0,0.79,0,0,0,0,★籌碼集中 ★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
00984D,主動聯博全球非投,上市,STOCK,,0,0,0,33,1,0,0,2,0,1,25,4,0.0,賣超,1,0.0,1,0,0,0,4.4,0.0,3.29,44.2,0,0,0,{},0,0,0.8,0,-0.31,0,0.39,0,0,0,0,★籌碼集中 ★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
00985A,主動野村台灣50,上市,STOCK,,0,0,0,21,1,0,0,10,0,1,5,4,0.0,賣超,1,1.0883,2,0,0,0,1.9,0.1,-0.26,82.0,0,0,0,{},0,0,0.4,0,0.0,0,1.05,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00985B,群益ESG投等債0-5,上市,STOCK,,0,0,0,20,0,0,0,0,0,1,15,4,0.0,賣超,1,0.7091,0,0,0,0,0.1,0.0,0.53,28.8,0,0,0,{},0,0,-3.2,1,0.0,0,1.14,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00985D,主動貝萊德優投等,上市,STOCK,,0,0,0,38,0,0,0,5,0,4,25,4,0.0,賣超,2,0.0,0,0,0,0,0.0,0.0,2.62,68.4,0,0,0,{},0,0,0.0,1,0.0,0,0.19,0,0,0,0,★籌碼集中 ★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
00986A,主動台新龍頭成長,上市,STOCK,,0,0,0,39,0,0,0,14,0,1,15,9,0.0,賣超,1,0.975,0,0,0,0,0.6,0.0,3.54,71.5,0,0,0,{},0,0,-12.9,0,0.0,0,0.47,2,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
00986B,FT金融債10+,上市,STOCK,,0,0,0,34,6,0,0,0,0,4,15,9,0.0,賣超,2,0.1059,1,0,0,0,0.0,0.0,0.0,34.3,0,0,0,{},0,0,53.9,1,0.0,0,0.14,0,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
00986D,主動復華金融債息,上市,STOCK,,0,0,0,28,0,0,0,0,0,4,15,9,0.0,賣超,2,0.0,0,0,0,0,0.0,0.0,0.1,50.0,0,0,0,{},0,0,0.0,1,0.0,0,0.0,0,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
00987A,主動台新優勢成長,上市,STOCK,,0,0,0,24,0,0,0,14,0,1,5,4,0.0,賣超,1,1.3886,0,0,0,0,8.4,0.1,-0.17,73.9,0,0,0,{},0,0,-1.1,1,0.0,0,0.84,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00987B,野村10+澳洲公債,上市,STOCK,,0,0,0,38,0,0,0,18,0,6,5,9,0.0,賣超,1,0.494,0,0,0,0,0.0,0.0,-2.24,54.8,0,0,0,{},0,0,-0.9,1,0.0,0,0.34,2,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
00988A,主動統一全球創新,上市,STOCK,,0,0,0,27,0,3,0,14,0,1,5,4,0.0,賣超,1,1.3562,0,0,0,0,7.9,0.3,-0.12,73.9,0,0,0,{},0,0,-0.9,1,0.16,0,1.12,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00988B,玉山嚴選非投債,上市,STOCK,,0,0,0,11,0,0,0,2,0,0,5,4,0.0,賣超,0,0.0,0,0,0,0,1.6,0.0,-0.74,40.4,0,0,0,{},0,0,-4.5,0,0.0,0,4.19,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00989A,主動摩根美國科技,上市,STOCK,,0,0,0,37,0,0,0,14,0,4,15,4,0.0,賣超,2,1.0679,0,0,0,0,0.9,0.0,1.51,76.9,0,0,0,{},0,0,-9.1,1,0.0,0,0.52,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00989B,台新美國非投等債,上市,STOCK,,0,0,0,14,0,0,0,5,0,0,5,4,0.0,賣超,0,0.0,0,0,0,0,0.5,0.0,-2.38,54.2,0,0,0,{},0,0,-22.3,0,0.0,0,1.44,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00990A,主動元大AI新經濟,上市,STOCK,,0,0,0,25,0,0,0,14,0,2,5,4,0.0,賣超,0,0.743,0,0,0,0,1.7,0.0,-0.52,74.4,0,0,0,{},0,0,-4.9,0,0.0,0,1.47,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00991A,主動復華未來50,上市,STOCK,,0,0,0,23,0,0,0,14,0,0,5,4,0.0,賣超,0,1.2249,0,0,0,0,7.8,0.0,-0.41,75.5,0,0,0,{},0,0,-8.4,0,-0.13,0,1.09,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00992A,主動群益科技創新,上市,STOCK,,0,0,0,27,0,3,0,14,0,1,5,4,0.0,賣超,1,1.4261,0,0,0,0,7.5,0.1,-0.3,71.4,0,0,0,{},0,0,-0.6,1,-0.0,0,0.77,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00993A,主動安聯台灣,上市,STOCK,,0,0,0,20,3,0,0,8,0,0,5,4,0.0,賣超,0,0.0,3,0,0,0,1.1,0.0,-0.3,68.3,0,0,0,{},0,0,2.8,0,0.0,0,0.86,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00994A,主動第一金台股優,上市,STOCK,,0,0,0,24,0,0,0,14,0,1,5,4,0.0,賣超,1,2.0795,0,0,0,0,13.8,0.0,-0.09,73.4,0,0,0,{},0,0,-6.7,1,0.0,0,0.88,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00995A,主動中信台灣卓越,上市,STOCK,,0,0,0,35,1,0,0,14,0,1,15,4,0.0,賣超,1,1.0123,2,0,0,0,4.3,0.0,0.02,76.1,0,0,0,{},0,0,0.6,0,0.0,0,0.86,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00996A,主動兆豐台灣豐收,上市,STOCK,,0,0,0,14,0,0,0,4,0,1,5,4,0.0,賣超,1,0.0,0,0,0,0,5.3,0.0,-0.05,74.7,0,0,0,{},0,0,-9.7,1,0.0,0,0.73,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00997A,主動群益美國增長,上市,STOCK,,0,0,0,32,0,6,0,0,0,7,15,4,799.0,<前30%,3,0.0,0,1,0,0,3.7,1.6,0.16,50.0,175,799,799,{},0,0,-7.5,1,0.33,0,0.0,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00998A,主動復華金融股息,上市,STOCK,,0,0,0,10,0,0,0,0,0,1,5,4,0.0,賣超,1,0.0,0,0,0,0,0.5,0.0,-0.4,50.0,0,0,0,{},0,0,-38.2,1,0.0,0,0.0,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
00999A,主動野村臺灣高息,上市,STOCK,,0,0,0,9,0,0,0,0,0,0,5,4,0.0,賣超,0,0.0,0,0,0,0,3.8,0.0,-192.81,50.0,0,0,0,{},0,0,-9.8,0,0.0,0,0.0,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1101,台泥,上市,STOCK,,0,0,0,38,0,0,0,18,0,1,15,4,-48.0,賣超,1,0.9775,0,0,0,0,1.7,0.0,0.1,54.3,0,-32,-48,{},0,0,-13.9,0,-0.01,0,0.85,2,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
1101B,台泥乙特,上市,STOCK,,0,0,0,18,0,0,0,0,0,1,15,2,0.0,賣超,1,0.7422,0,0,0,0,0.0,0.0,0.0,25.6,0,0,0,{},0,0,0.0,0,0.0,0,0.06,0,0,0,0,,NONE,,2026-05-08
1102,亞泥,上市,STOCK,,0,0,0,13,1,0,0,2,0,1,5,4,-5699.0,賣超,1,0.8457,1,0,0,0,0.1,0.0,-0.04,44.8,-780,-2585,-5699,{},0,0,1.7,1,-0.84,0,0.86,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1103,嘉泥,上市,STOCK,,0,0,0,31,6,0,0,2,0,4,15,4,0.0,賣超,2,1.0001,4,0,0,0,2.0,0.0,0.03,42.9,0,0,0,{},0,0,47.4,1,0.0,0,0.6,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
1104,環泥,上市,STOCK,,0,0,0,10,0,0,0,0,0,1,5,4,0.0,賣超,1,1.0603,0,0,0,0,0.6,0.0,-0.28,33.4,0,0,0,{},0,0,-37.6,0,0.0,0,0.78,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1108,幸福,上市,STOCK,,0,0,0,16,3,0,0,3,0,1,5,4,0.0,賣超,1,0.6374,3,0,0,0,1.1,0.0,-0.02,38.2,0,0,0,{},0,0,21.9,0,0.0,0,0.79,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1109,信大,上市,STOCK,,0,0,0,30,5,0,0,2,0,4,15,4,0.0,賣超,2,0.9032,5,0,0,0,0.5,0.0,0.16,49.7,0,0,0,{},0,0,25.3,1,0.0,0,0.89,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
1110,東泥,上市,STOCK,,0,0,0,30,3,0,0,2,0,1,15,9,0.0,賣超,1,0.878,3,0,0,0,1.9,0.0,0.0,45.2,0,0,0,{},0,0,29.4,0,0.0,0,0.72,0,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
1201,味全,上市,STOCK,,0,0,0,23,3,0,0,0,0,1,15,4,0.0,賣超,1,1.1697,3,0,0,0,1.1,0.0,0.1,26.6,0,0,0,{},0,0,10.2,0,0.0,0,0.8,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
1203,味王,上市,STOCK,,0,0,0,51,8,0,0,15,0,4,15,9,0.0,賣超,2,0.7282,5,0,0,0,0.0,0.0,0.0,63.5,0,0,0,{},0,0,32.5,1,0.0,0,1.99,2,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
1210,大成,上市,STOCK,,0,0,0,26,1,0,0,2,0,4,15,4,-718.0,賣超,2,0.8978,1,0,0,0,0.8,0.0,0.09,44.8,-214,-530,-718,{},0,0,13.8,1,-1.01,0,0.9,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1213,大飲,上市,STOCK,,0,0,0,35,0,0,0,10,0,1,15,9,0.0,N/A,1,1.7769,0,0,0,0,0.0,0.0,0.01,48.8,0,0,0,{},0,0,0.0,0,0.0,0,1.59,1,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
1215,卜蜂,上市,STOCK,,0,0,0,15,0,6,0,0,0,0,5,4,-188.0,賣超,0,1.5188,0,1,0,0,0.6,0.0,-0.26,29.5,25,-154,-188,{},0,0,-35.0,0,-0.52,0,2.25,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1216,統一,上市,STOCK,,0,0,0,22,4,3,0,5,0,1,5,4,-1982.0,賣超,1,1.3292,2,1,0,0,0.1,0.0,-0.04,60.5,767,-1318,-1982,{},0,0,48.3,0,-0.77,0,2.39,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1217,愛之味,上市,STOCK,,0,0,0,20,0,0,0,0,0,1,15,4,0.0,賣超,1,1.4642,0,0,0,0,1.9,0.0,0.12,18.7,0,0,0,{},0,0,-18.0,0,0.0,0,0.7,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1218,泰山,上市,STOCK,,0,0,0,28,1,0,0,5,0,3,15,4,0.0,賣超,1,0.7842,2,0,0,0,1.2,0.0,0.75,54.7,0,0,0,{},0,0,16.4,0,0.0,0,1.19,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
1219,福壽,上市,STOCK,,0,0,0,10,1,0,0,0,0,0,5,4,0.0,賣超,0,0.8904,1,0,0,0,1.5,0.0,-0.02,36.6,0,0,0,{},0,0,13.5,0,0.0,0,0.75,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1220,台榮,上市,STOCK,,0,0,0,23,0,0,0,0,0,4,15,4,0.0,賣超,2,0.6772,0,0,0,0,2.6,0.0,0.22,37.1,0,0,0,{},0,0,-3.8,1,0.0,0,1.09,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
1225,福懋油,上市,STOCK,,0,0,0,25,0,0,0,2,0,4,15,4,0.0,賣超,2,0.9417,0,0,0,0,10.5,0.0,0.0,47.6,0,0,0,{},0,0,-35.5,1,0.0,0,0.51,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
1227,佳格,上市,STOCK,,0,0,0,16,1,3,0,2,0,1,5,4,119.0,<前30%,1,0.8413,1,0,0,0,0.5,0.0,-0.03,41.7,0,0,119,{},0,0,6.0,0,0.02,0,0.56,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1229,聯華,上市,STOCK,,0,0,0,26,1,0,0,2,0,4,15,4,54.0,<前30%,2,1.232,2,0,0,0,0.6,0.0,0.05,40.8,0,54,54,{},0,0,2.7,0,0.0,0,0.98,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
1231,聯華食,上市,STOCK,,0,0,0,13,0,0,0,0,0,4,5,4,0.0,賣超,2,0.8264,0,0,0,0,0.4,0.0,-0.01,38.2,0,0,0,{},0,0,-4.8,1,0.0,0,0.79,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1232,大統益,上市,STOCK,,0,0,0,31,3,0,0,2,0,7,15,4,0.0,賣超,3,1.0081,3,0,0,0,0.0,0.0,0.0,40.0,0,0,0,{},0,0,19.4,1,0.01,0,1.84,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1233,天仁,上市,STOCK,,0,0,0,38,5,0,0,5,0,4,15,9,0.0,賣超,2,1.179,5,0,0,0,0.3,0.0,0.0,42.7,0,0,0,{},0,0,21.2,1,0.0,0,0.6,0,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
1234,黑松,上市,STOCK,,0,0,0,18,3,0,0,0,0,1,5,9,0.0,賣超,1,0.7492,3,0,0,0,0.0,0.0,-0.02,37.7,0,0,0,{},0,0,10.4,1,0.0,0,0.69,0,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
1235,興泰,上市,STOCK,,0,0,0,45,10,0,0,5,0,6,15,9,0.0,賣超,2,0.7623,5,0,0,0,1.7,0.0,0.0,58.3,0,0,0,{},0,0,77.5,1,0.0,0,0.33,0,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
1236,宏亞,上市,STOCK,,0,0,0,28,0,0,0,13,0,6,5,4,0.0,賣超,1,0.587,0,0,0,0,1.3,0.0,-0.03,54.6,0,0,0,{},0,0,-13.0,0,0.0,0,1.32,1,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1240,茂生農經,上市,STOCK,,0,0,0,17,0,0,0,2,0,1,5,9,0.0,賣超,1,0.9261,0,0,0,0,0.2,0.0,-0.05,46.3,0,0,0,{},0,0,-5.7,1,0.0,0,1.42,0,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
1256,鮮活果汁-KY,上市,STOCK,,0,0,0,33,3,0,0,20,0,1,5,4,0.0,賣超,1,0.9972,3,0,0,0,3.5,0.0,-1.06,69.4,0,0,0,{},0,0,2.9,1,0.0,0,3.76,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
1259,安心,上市,STOCK,,0,0,0,43,0,0,0,18,0,1,15,9,0.0,賣超,1,0.7759,0,0,0,0,0.6,0.0,0.0,51.4,0,0,0,{},0,0,-5.8,0,0.0,0,3.17,2,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
1260,富味鄉,上市,STOCK,,0,0,0,20,0,0,0,2,0,1,15,2,0.0,N/A,1,2.0541,0,0,0,0,0.0,0.0,0.01,45.3,0,0,0,{},0,0,0.0,0,0.0,0,0.31,0,0,0,0,★大戶接手,NONE,,2026-05-08
1264,德麥,上市,STOCK,,0,0,0,15,1,0,0,0,0,0,5,9,0.0,賣超,0,1.1321,1,0,0,0,0.0,0.0,-0.07,33.3,0,0,0,{},0,0,13.9,1,0.0,0,0.89,0,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
