code,name,market,type,industry,price,chg,chg_pct,score,A,B,C,D,E,F,S2h,S2m,etf_trust_5d,etf_rank,etf_chip_cnt,etf_vol_ratio,foreign_days,trust_days,broker_days,broker_conc,margin_ratio,short_ratio,big_chg,rsi,trust_d1,trust_d3,trust_d5,broker_names,broker_silent,broker_known,turnover_pct,holding_rising,trust_holding_pct,trust_pullback,volume_ratio,ma_trend,revenue_months,eps_growth,gpm_improving,tags,signal,signal_desc,scan_date
4188,安克,上市,STOCK,,0,0,0,21,0,0,0,3,0,1,15,2,0.0,賣超,1,0.8703,0,0,0,0,0.0,0.0,0.0,39.0,0,0,0,{},0,0,-5.8,0,0.0,0,0.39,0,0,0,0,★大戶接手,NONE,,2026-05-08
4190,佐登-KY,上市,STOCK,,0,0,0,24,1,0,0,0,0,4,15,4,0.0,賣超,2,1.1139,2,0,0,0,2.0,0.0,0.0,24.5,0,0,0,{},0,0,7.5,1,0.0,0,0.71,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4192,杏國,上市,STOCK,,0,0,0,31,0,0,0,13,0,1,15,2,0.0,賣超,1,1.5775,0,0,0,0,0.0,0.0,0.02,52.9,0,0,0,{},0,0,-0.0,0,0.0,0,0.75,1,0,0,0,★大戶接手,NONE,,2026-05-08
4194,禾生技,上市,STOCK,,0,0,0,20,0,0,0,2,0,1,15,2,0.0,N/A,1,1.0359,0,0,0,0,0.0,0.0,0.0,49.4,0,0,0,{},0,0,0.0,0,0.0,0,0.51,0,0,0,0,★大戶接手,NONE,,2026-05-08
4195,基米,上市,STOCK,,0,0,0,12,0,0,0,5,0,0,5,2,0.0,N/A,0,1.0111,0,0,0,0,0.0,0.0,-0.91,53.4,0,0,0,{},0,0,0.0,0,0.0,0,1.84,0,0,0,0,,NONE,,2026-05-08
4197,暐世,上市,STOCK,,0,0,0,9,0,0,0,2,0,0,5,2,0.0,N/A,0,1.16,0,0,0,0,0.0,0.0,-0.09,48.8,0,0,0,{},0,0,0.0,0,0.0,0,0.63,0,0,0,0,,NONE,,2026-05-08
4198,欣大健康,上市,STOCK,,0,0,0,36,0,0,0,18,0,1,15,2,0.0,賣超,1,0.6828,0,0,0,0,0.0,0.0,0.0,50.8,0,0,0,{},0,0,-5.2,1,0.0,0,0.81,2,0,0,0,★大戶接手,NONE,,2026-05-08
4205,中華食,上市,STOCK,,0,0,0,25,0,0,0,0,0,1,15,9,0.0,賣超,1,1.5056,0,0,0,0,0.0,0.0,0.0,32.0,0,0,0,{},0,0,-4.7,0,0.0,0,0.77,0,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4207,環泰,上市,STOCK,,0,0,0,39,4,0,0,5,0,6,15,9,0.0,賣超,1,0.375,2,0,0,0,1.5,0.0,0.01,45.0,0,0,0,{},0,0,31.7,0,0.0,0,0.64,0,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4303,信立,上市,STOCK,,0,0,0,32,0,0,0,13,0,4,15,0,0.0,賣超,2,0.7704,0,0,0,0,38.3,0.1,0.71,50.3,0,0,0,{},0,0,-18.6,1,0.0,0,0.72,1,0,0,0,,NONE,,2026-05-08
4304,勝昱,上市,STOCK,,0,0,0,46,0,0,0,18,0,4,15,9,0.0,賣超,2,1.3197,0,0,0,0,0.0,0.0,0.0,51.5,0,0,0,{},0,0,-7.7,1,0.0,0,0.19,2,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4305,世坤,上市,STOCK,,0,0,0,46,0,0,0,13,0,9,15,9,0.0,賣超,2,0.4096,0,0,0,0,0.0,0.0,0.0,52.3,0,0,0,{},0,0,-33.3,1,0.0,0,3.51,1,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4306,炎洲,上市,STOCK,,0,0,0,20,0,0,0,0,0,1,15,4,0.0,賣超,1,0.7873,0,0,0,0,2.6,0.0,0.08,37.6,0,0,0,{},0,0,-13.4,0,0.0,0,0.84,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4401,東隆興,上市,STOCK,,0,0,0,20,0,0,0,0,0,1,15,4,0.0,賣超,1,1.1872,0,0,0,0,2.9,0.0,0.0,25.9,0,0,0,{},0,0,-26.3,0,0.0,0,1.23,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4402,郡都開發,上市,STOCK,,0,0,0,21,0,0,0,0,0,4,15,2,0.0,賣超,2,1.1497,0,0,0,0,0.0,0.0,0.87,29.2,0,0,0,{},0,0,-9.3,1,0.0,0,0.65,0,0,0,0,★大戶接手,NONE,,2026-05-08
4406,新昕纖,上市,STOCK,,0,0,0,44,1,0,0,13,0,6,15,9,0.0,賣超,1,0.5699,1,0,0,0,2.8,0.0,0.0,51.5,0,0,0,{},0,0,16.2,0,0.0,0,0.64,1,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4413,飛寶企業,上市,STOCK,,0,0,0,46,0,0,0,18,0,4,15,9,0.0,賣超,2,1.5142,0,0,0,0,14.5,0.0,0.0,51.9,0,0,0,{},0,0,-12.5,1,0.0,0,0.41,2,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4414,如興,上市,STOCK,,0,0,0,11,1,0,0,0,0,1,5,4,0.0,賣超,1,0.7659,2,0,0,0,1.4,0.0,-0.26,32.0,0,0,0,{},0,0,6.7,1,0.0,0,0.73,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4416,三圓,上市,STOCK,,0,0,0,26,0,0,0,3,0,4,15,4,0.0,賣超,2,0.6082,0,0,0,0,1.3,0.0,0.0,36.5,0,0,0,{},0,0,-5.5,1,0.0,0,0.4,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4417,金洲,上市,STOCK,,0,0,0,10,1,0,0,0,0,0,5,4,0.0,賣超,0,1.1094,2,0,0,0,0.5,0.0,-0.02,27.5,0,0,0,{},0,0,3.5,0,0.0,0,2.37,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4419,元勝,上市,STOCK,,0,0,0,33,0,0,0,15,0,1,15,2,0.0,賣超,1,0.1338,0,0,0,0,0.0,0.0,0.0,49.2,0,0,0,{},0,0,0.0,0,0.0,0,2.13,2,0,0,0,,NONE,,2026-05-08
4420,光明,上市,STOCK,,0,0,0,30,4,0,0,3,0,4,15,4,0.0,賣超,2,0.8312,2,0,0,0,1.6,0.0,0.0,36.3,0,0,0,{},0,0,36.9,1,0.0,0,1.17,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4426,利勤,上市,STOCK,,0,0,0,23,0,0,0,0,0,4,15,4,0.0,賣超,2,1.1841,0,0,0,0,3.0,0.0,0.02,23.4,0,0,0,{},0,0,-1.4,1,0.0,0,1.86,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4430,耀億,上市,STOCK,,0,0,0,25,0,0,0,0,0,1,15,9,0.0,賣超,1,1.0104,0,0,0,0,0.8,0.0,0.0,39.2,0,0,0,{},0,0,-3.6,0,0.0,0,0.45,0,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4431,敏成健康,上市,STOCK,,0,0,0,23,0,0,0,5,0,1,15,2,0.0,N/A,1,0.6559,0,0,0,0,0.0,0.0,0.0,52.9,0,0,0,{},0,0,0.0,0,0.0,0,2.29,0,0,0,0,★大戶接手,NONE,,2026-05-08
4432,銘旺實,上市,STOCK,,0,0,0,20,0,0,0,0,0,1,15,4,0.0,賣超,1,1.3987,0,0,0,0,3.1,0.0,0.03,27.9,0,0,0,{},0,0,-5.0,0,0.0,0,1.05,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4433,興采,上市,STOCK,,0,0,0,25,0,0,0,0,0,1,15,9,0.0,賣超,1,0.9945,0,0,0,0,0.9,0.0,0.0,38.3,0,0,0,{},0,0,0.0,0,0.0,0,0.38,0,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4438,廣越,上市,STOCK,,0,0,0,23,0,0,0,13,0,1,5,4,0.0,賣超,1,1.4023,0,0,0,0,2.5,0.0,-0.76,51.8,0,0,0,{},0,0,-37.1,1,0.0,0,2.64,1,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4439,冠星-KY,上市,STOCK,,0,0,0,28,0,0,0,5,0,4,15,4,0.0,賣超,2,0.5873,0,0,0,0,2.7,0.0,0.03,55.7,0,0,0,{},0,0,0.0,1,0.0,0,0.78,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4440,宜新實業,上市,STOCK,,0,0,0,39,6,0,0,5,0,9,15,4,0.0,賣超,2,0.658,4,0,0,0,0.9,0.0,0.13,59.2,0,0,0,{},0,0,41.9,1,0.0,0,2.29,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4441,振大環球,上市,STOCK,,0,0,0,32,0,0,0,10,0,3,15,4,3.0,<前30%,1,0.8136,0,0,0,0,0.7,0.0,0.03,48.9,0,0,3,{},0,0,-8.0,0,-0.0,0,0.54,1,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4442,竣邦-KY,上市,STOCK,,0,0,0,34,1,0,0,13,0,1,15,4,0.0,賣超,1,0.2424,1,0,0,0,0.4,0.0,0.0,50.6,0,0,0,{},0,0,11.1,0,0.0,0,3.0,1,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4502,健信,上市,STOCK,,0,0,0,35,0,0,0,20,0,1,5,9,0.0,賣超,1,1.1834,0,0,0,0,0.0,0.0,-0.01,77.7,0,0,0,{},0,0,-0.2,1,0.0,0,1.23,2,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4503,金雨,上市,STOCK,,0,0,0,28,4,0,0,15,0,0,5,4,0.0,賣超,0,1.2569,1,0,0,0,19.8,0.0,-0.09,61.5,0,0,0,{},0,0,32.2,0,0.0,0,2.79,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4506,崇友,上市,STOCK,,0,0,0,28,0,0,0,5,0,4,15,4,0.0,賣超,2,1.0372,0,0,0,0,0.0,0.0,0.0,52.1,0,0,0,{},0,0,-16.9,1,0.0,0,0.39,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4510,高鋒,上市,STOCK,,0,0,0,25,0,0,0,18,0,0,5,2,0.0,賣超,0,2.032,0,0,0,0,25.7,1.7,-0.42,52.0,0,0,0,{},0,0,-3.6,0,0.0,0,0.35,2,0,0,0,,NONE,,2026-05-08
4513,福裕,上市,STOCK,,0,0,0,27,1,0,0,3,0,4,15,4,0.0,賣超,2,0.9694,2,0,0,0,12.8,0.0,0.02,33.1,0,0,0,{},0,0,14.1,1,0.0,0,1.11,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4523,永彰,上市,STOCK,,0,0,0,38,0,0,0,13,0,6,15,4,0.0,賣超,1,0.5393,0,0,0,0,9.2,0.0,0.0,53.7,0,0,0,{},0,0,-17.0,1,0.0,0,0.71,1,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4526,東台,上市,STOCK,,0,0,0,48,0,0,0,15,0,4,25,4,0.0,賣超,2,2.0357,0,0,0,0,12.8,0.1,0.7,48.4,0,0,0,{},0,0,-14.2,1,0.0,0,0.25,2,0,0,0,★籌碼集中 ★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4527,方土霖,上市,STOCK,,0,0,0,33,0,0,0,5,0,4,15,9,0.0,賣超,2,0.8725,0,0,0,0,0.6,0.0,0.01,54.5,0,0,0,{},0,0,-7.6,1,0.0,0,0.86,0,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4528,江興鍛,上市,STOCK,,0,0,0,36,3,0,0,5,0,4,15,9,0.0,賣超,2,1.2098,4,0,0,0,0.8,0.0,0.0,40.1,0,0,0,{},0,0,5.4,1,0.0,0,0.62,0,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4529,淳紳,上市,STOCK,,0,0,0,43,0,0,0,15,0,4,15,9,0.0,N/A,2,2.7596,0,0,0,0,0.0,0.0,0.0,58.5,0,0,0,{},0,0,0.0,0,0.0,0,0.69,2,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4530,宏易,上市,STOCK,,0,0,0,11,0,0,0,2,0,0,5,4,0.0,賣超,0,1.6624,0,0,0,0,0.4,0.0,-0.25,42.3,0,0,0,{},0,0,0.0,0,0.0,0,0.11,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4532,瑞智,上市,STOCK,,0,0,0,25,0,0,0,0,0,1,15,9,67.0,<前30%,1,0.8741,0,0,0,0,2.2,0.0,0.15,33.5,-29,-107,67,{},0,0,-19.0,0,-0.02,0,1.06,0,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4533,協易機,上市,STOCK,,0,0,0,22,0,0,0,10,0,5,5,2,0.0,賣超,0,0.4668,0,0,0,0,22.2,0.1,-0.74,46.8,0,0,0,{},0,0,-29.0,1,0.0,0,0.55,1,0,0,0,,NONE,,2026-05-08
4534,慶騰,上市,STOCK,,0,0,0,17,0,0,0,2,0,1,5,9,0.0,賣超,1,0.528,0,0,0,0,0.0,0.0,-0.57,44.6,0,0,0,{},0,0,-3.4,1,0.0,0,0.92,0,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4535,至興,上市,STOCK,,0,0,0,25,0,0,0,0,0,1,15,9,0.0,賣超,1,0.6888,0,0,0,0,0.8,0.0,0.0,4.2,0,0,0,{},0,0,-16.1,1,0.0,0,0.01,0,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4536,拓凱,上市,STOCK,,0,0,0,11,0,0,0,2,0,0,5,4,-153.0,賣超,0,0.9246,0,0,0,0,3.0,0.0,-0.79,42.9,0,-74,-153,{},0,0,-12.9,0,-0.5,0,0.5,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4537,旭東,上市,STOCK,,0,0,0,22,0,0,0,15,0,0,5,2,0.0,N/A,0,0.8789,0,0,0,0,0.0,0.0,-0.56,61.5,0,0,0,{},0,0,0.0,0,0.0,0,0.69,2,0,0,0,,NONE,,2026-05-08
4538,大詠城,上市,STOCK,,0,0,0,20,0,0,0,0,0,1,15,4,0.0,賣超,1,0.8828,0,0,0,0,2.8,0.0,0.02,38.7,0,0,0,{},0,0,-21.0,0,0.0,0,0.57,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4540,全球傳動,上市,STOCK,,0,0,0,31,5,0,0,18,0,1,5,2,0.0,賣超,1,2.8286,0,0,0,0,28.0,0.4,-0.57,65.0,0,0,0,{},0,0,-12.9,1,0.0,0,0.98,2,0,0,0,,NONE,,2026-05-08
4541,晟田,上市,STOCK,,0,0,0,36,0,0,0,18,0,1,15,2,0.0,賣超,1,1.2204,0,0,0,0,25.4,0.1,0.46,52.8,0,0,0,{},0,0,-23.8,0,0.0,0,1.3,2,0,0,0,★大戶接手,NONE,,2026-05-08
4542,科嶠,上市,STOCK,,0,0,0,45,1,0,0,18,0,4,25,-3,0.0,賣超,2,0.8627,1,0,0,0,57.9,5.5,6.27,53.4,0,0,0,{},0,0,3.6,1,0.0,0,0.57,2,0,0,0,★籌碼集中 ★大戶接手,NONE,,2026-05-08
4543,萬在,上市,STOCK,,0,0,0,68,1,0,14,18,0,1,25,9,0.0,賣超,1,1.1882,1,0,5,23,5.8,0.1,0.97,63.8,0,0,0,{},0,1,5.6,1,0.0,0,0.47,2,0,0,0,★籌碼集中 ★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4544,春日,上市,STOCK,,0,0,0,23,0,0,0,5,0,1,15,2,0.0,N/A,1,0.3743,0,0,0,0,0.0,0.0,0.02,50.2,0,0,0,{},0,0,0.0,0,0.0,0,0.18,0,0,0,0,★大戶接手,NONE,,2026-05-08
4545,銘鈺,上市,STOCK,,0,0,0,25,0,0,0,5,0,1,15,4,0.0,賣超,1,0.9043,0,0,0,0,5.6,0.0,0.0,43.6,0,0,0,{},0,0,-14.0,0,0.0,0,0.88,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4546,長亨,上市,STOCK,,0,0,0,18,0,0,0,0,0,1,15,2,0.0,N/A,1,1.2348,0,0,0,0,0.0,0.0,0.0,33.2,0,0,0,{},0,0,0.0,0,0.0,0,0.72,0,0,0,0,★大戶接手,NONE,,2026-05-08
4549,桓達,上市,STOCK,,0,0,0,41,0,0,0,18,0,4,15,4,0.0,賣超,2,1.2465,0,0,0,0,7.3,0.0,0.0,51.9,0,0,0,{},0,0,-16.6,1,0.0,0,1.97,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4550,長佳,上市,STOCK,,0,0,0,28,0,0,0,5,0,4,15,4,0.0,賣超,2,1.3066,0,0,0,0,0.8,0.0,0.05,46.5,0,0,0,{},0,0,-4.5,0,0.0,0,0.67,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4551,智伸科,上市,STOCK,,0,0,0,43,0,0,0,15,0,4,15,9,0.0,賣超,2,1.1618,0,0,0,0,7.1,0.1,0.43,51.0,0,0,0,{},0,0,-8.6,1,-0.03,0,0.94,2,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4552,力達-KY,上市,STOCK,,0,0,0,23,0,0,0,3,0,1,15,4,0.0,賣超,1,1.1483,0,0,0,0,7.5,0.0,0.46,35.6,0,0,0,{},0,0,-19.6,0,0.0,0,1.66,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4553,盛復,上市,STOCK,,0,0,0,12,0,0,0,5,0,0,5,2,0.0,N/A,0,1.0554,0,0,0,0,0.0,0.0,-0.01,54.4,0,0,0,{},0,0,0.0,0,0.0,0,0.24,0,0,0,0,,NONE,,2026-05-08
4554,橙的,上市,STOCK,,0,0,0,36,1,0,0,15,0,1,15,4,0.0,賣超,1,0.9214,1,0,0,0,0.5,0.0,0.0,64.4,0,0,0,{},0,0,7.4,1,0.0,0,1.32,2,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4555,氣立,上市,STOCK,,0,0,0,28,1,0,0,18,0,0,5,4,0.0,賣超,0,1.9963,1,0,0,0,14.3,0.2,-1.23,67.1,0,0,0,{},0,0,29.4,0,0.0,0,0.48,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4556,旭然,上市,STOCK,,0,0,0,37,0,0,0,14,0,4,15,4,0.0,賣超,2,3.7093,0,0,0,0,3.2,0.1,0.0,71.8,0,0,0,{},0,0,-2.0,1,0.0,0,0.81,2,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4557,永新-KY,上市,STOCK,,0,0,0,30,0,0,0,10,0,1,15,4,0.0,賣超,1,1.3254,0,0,0,0,3.6,0.0,0.02,40.5,0,0,0,{},0,0,-26.3,0,0.0,0,0.96,1,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4558,寶緯,上市,STOCK,,0,0,0,28,1,0,0,5,0,3,15,4,0.0,賣超,1,0.7067,1,0,0,0,2.5,0.0,0.0,52.8,0,0,0,{},0,0,3.1,0,0.0,0,1.46,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4559,久裕興,上市,STOCK,,0,0,0,20,0,0,0,2,0,1,15,2,0.0,N/A,1,1.2824,0,0,0,0,0.0,0.0,0.0,48.4,0,0,0,{},0,0,0.0,0,0.0,0,0.43,0,0,0,0,★大戶接手,NONE,,2026-05-08
4560,強信-KY,上市,STOCK,,0,0,0,51,3,0,0,15,0,4,25,4,0.0,賣超,2,1.0781,4,0,0,0,1.3,0.0,0.62,55.2,0,0,0,{},0,0,11.1,1,0.0,0,1.27,2,0,0,0,★籌碼集中 ★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4561,健椿,上市,STOCK,,0,0,0,29,0,0,0,20,0,0,5,4,0.0,賣超,0,3.5236,0,0,0,0,11.4,0.2,-0.08,78.8,0,0,0,{},0,0,-5.7,0,0.0,0,2.69,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4562,穎漢,上市,STOCK,,0,0,0,38,0,0,0,18,0,1,15,4,0.0,賣超,1,2.8503,0,0,0,0,12.2,0.4,0.75,57.2,0,0,0,{},0,0,-6.1,0,0.0,0,0.27,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4563,百德,上市,STOCK,,0,0,0,33,0,0,0,13,0,1,15,4,0.0,賣超,1,2.1218,0,0,0,0,9.0,0.0,0.0,55.2,0,0,0,{},0,0,-6.0,0,0.0,0,0.22,1,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4564,元翎,上市,STOCK,,0,0,0,23,0,0,0,2,0,4,15,2,0.0,賣超,2,0.5285,0,0,0,0,22.9,0.0,0.2,40.8,0,0,0,{},0,0,-38.7,0,0.0,0,1.71,0,0,0,0,★大戶接手,NONE,,2026-05-08
4565,宏偉,上市,STOCK,,0,0,0,33,0,0,0,15,0,1,15,2,0.0,N/A,1,1.0065,0,0,0,0,0.0,0.0,0.0,68.1,0,0,0,{},0,0,0.0,0,0.0,0,0.41,2,0,0,0,,NONE,,2026-05-08
4566,時碩工業,上市,STOCK,,0,0,0,32,3,0,0,15,0,0,5,9,0.0,賣超,0,1.4159,3,0,0,0,19.1,0.3,-0.31,51.8,0,0,0,{},0,0,13.4,0,0.0,0,0.54,2,0,0,0,★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4568,科際精密,上市,STOCK,,0,0,0,41,0,0,0,13,0,4,15,9,0.0,賣超,2,0.7825,0,0,0,0,1.4,0.0,0.0,51.6,0,0,0,{},0,0,-10.5,0,0.0,0,1.71,1,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4569,六方科-KY,上市,STOCK,,0,0,0,25,0,0,0,2,0,4,15,4,0.0,賣超,2,0.672,0,0,0,0,11.7,0.0,0.0,48.5,0,0,0,{},0,0,-28.7,1,0.0,0,0.56,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4570,傑生,上市,STOCK,,0,0,0,38,0,0,0,18,0,3,15,2,0.0,N/A,1,0.7124,0,0,0,0,0.0,0.0,2.27,69.5,0,0,0,{},0,0,0.0,0,0.0,0,0.71,2,0,0,0,,NONE,,2026-05-08
4571,鈞興-KY,上市,STOCK,,0,0,0,65,3,0,11,18,0,4,25,4,-1.0,賣超,2,2.3511,3,0,7,11,15.5,0.0,0.89,62.2,0,-1,-1,{},0,1,9.3,1,-0.0,0,0.47,2,0,0,0,★籌碼集中 ★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4572,駐龍,上市,STOCK,,0,0,0,49,8,0,0,18,0,4,15,4,0.0,賣超,2,1.1794,19,0,0,0,3.0,0.0,0.0,55.5,0,0,0,{},0,0,37.5,1,0.0,0,0.64,2,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4573,高明鐵,上市,STOCK,,0,0,0,9,0,0,0,2,0,0,5,2,0.0,N/A,0,0.6713,0,0,0,0,0.0,0.0,-0.01,49.0,0,0,0,{},0,0,0.0,0,0.0,0,0.91,0,0,0,0,,NONE,,2026-05-08
4575,銓寶,上市,STOCK,,0,0,0,35,0,0,0,15,0,3,15,2,0.0,N/A,1,0.7961,0,0,0,0,0.0,0.0,0.19,54.9,0,0,0,{},0,0,0.0,0,0.0,0,1.11,2,0,0,0,★大戶接手,NONE,,2026-05-08
4576,大銀微系統,上市,STOCK,,0,0,0,37,1,6,0,18,0,3,5,4,1212.0,前30%,1,2.0429,1,1,0,0,16.2,0.8,-0.14,68.8,85,85,1212,{},0,0,0.2,0,1.01,0,0.7,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4577,達航科技,上市,STOCK,,0,0,0,22,1,0,0,12,0,0,5,4,0.0,賣超,0,0.6899,1,0,0,0,11.8,0.4,-0.03,48.7,0,0,0,{},0,0,15.7,0,0.0,0,0.96,2,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4580,捷流閥業,上市,STOCK,,0,0,0,36,0,0,0,13,0,4,15,4,0.0,賣超,2,1.3125,0,0,0,0,1.1,0.0,0.0,62.9,0,0,0,{},0,0,-6.8,1,0.0,0,0.7,1,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4581,光隆精密-KY,上市,STOCK,,0,0,0,29,1,0,0,5,0,4,15,4,0.0,賣超,2,1.3091,2,0,0,0,0.9,0.0,0.0,48.4,0,0,0,{},0,0,24.2,1,0.0,0,0.42,0,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4582,聚恆,上市,STOCK,,0,0,0,20,0,0,0,2,0,1,15,2,0.0,N/A,1,1.0787,0,0,0,0,0.0,0.0,0.03,47.1,0,0,0,{},0,0,0.0,0,0.0,0,1.49,0,0,0,0,★大戶接手,NONE,,2026-05-08
4583,台灣精銳,上市,STOCK,,0,0,0,38,0,0,0,18,0,1,15,4,-15.0,賣超,1,0.9844,0,0,0,0,19.3,0.1,0.06,61.4,0,2,-15,{},0,0,-0.6,1,-0.05,0,0.65,2,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4584,君帆,上市,STOCK,,0,0,0,37,1,0,0,18,0,1,15,2,0.0,賣超,1,1.1563,1,0,0,0,0.0,0.0,0.0,51.7,0,0,0,{},0,0,3.9,0,0.0,0,0.35,2,0,0,0,★大戶接手,NONE,,2026-05-08
4585,達明,上市,STOCK,,0,0,0,37,1,0,0,13,0,4,15,4,-0.0,賣超,2,1.7012,1,0,0,0,0.8,0.0,0.0,56.2,0,0,0,{},0,0,3.5,1,-0.0,0,0.6,1,0,0,0,★大戶接手 ★籌碼乾淨,NONE,,2026-05-08
4587,寶元數控,上市,STOCK,,0,0,0,36,0,0,0,18,0,1,15,2,0.0,N/A,1,1.5205,0,0,0,0,0.0,0.0,0.0,55.9,0,0,0,{},0,0,0.0,0,0.0,0,0.68,2,0,0,0,★大戶接手,NONE,,2026-05-08
4588,玖鼎電力,上市,STOCK,,0,0,0,20,0,0,0,10,0,1,5,4,0.0,賣超,1,0.9626,0,0,0,0,3.3,0.0,-0.05,42.9,0,0,0,{},0,0,-25.2,1,0.0,0,1.36,1,0,0,0,★籌碼乾淨,NONE,,2026-05-08
4589,碩陽電機,上市,STOCK,,0,0,0,20,0,0,0,2,0,1,15,2,0.0,N/A,1,0.8152,0,0,0,0,0.0,0.0,0.0,49.6,0,0,0,{},0,0,0.0,0,0.0,0,1.77,0,0,0,0,,NONE,,2026-05-08
4590,富田-創,上市,STOCK,,0,0,0,27,1,0,0,18,0,1,5,2,0.0,賣超,1,1.3438,2,0,0,0,0.0,0.0,-0.14,55.9,0,0,0,{},0,0,8.0,1,0.0,0,0.63,2,0,0,0,,NONE,,2026-05-08
4609,唐鋒,上市,STOCK,,0,0,0,44,1,0,0,18,0,1,15,9,0.0,賣超,1,1.3157,1,0,0,0,0.0,0.0,0.0,55.9,0,0,0,{},0,0,0.9,0,0.0,0,1.19,2,0,0,0,★大戶接手 ★籌碼乾淨 ★融資退場,NONE,,2026-05-08
4702,中美實,上市,STOCK,,0,0,0,23,0,0,0,0,0,4,15,4,0.0,賣超,2,0.9244,0,0,0,0,9.3,0.0,0.0,35.9,0,0,0,{},0,0,-14.6,1,0.0,0,1.31,0,0,0,0,★籌碼乾淨,NONE,,2026-05-08
